AR	ind	sample_id	region	sex	median_cov	normalized_cov
AMELY	ERR1395606	S_Dinka-1	Africa	XY	19	1.05555555555556
TBL1Y	ERR1395606	S_Dinka-1	Africa	XY	18	1
PRKY	ERR1395606	S_Dinka-1	Africa	XY	17	0.944444444444444
USP9Y	ERR1395606	S_Dinka-1	Africa	XY	19	1.05555555555556
DBY	ERR1395606	S_Dinka-1	Africa	XY	19	1.05555555555556
UTY	ERR1395606	S_Dinka-1	Africa	XY	19	1.05555555555556
TMSB4Y	ERR1395606	S_Dinka-1	Africa	XY	17	0.944444444444444
NLGN4Y	ERR1395606	S_Dinka-1	Africa	XY	18	1
TXLNGY	ERR1395606	S_Dinka-1	Africa	XY	19	1.05555555555556
KDM5D	ERR1395606	S_Dinka-1	Africa	XY	19	1.05555555555556
EIF1AY	ERR1395606	S_Dinka-1	Africa	XY	19	1.05555555555556
RPS4Y2	ERR1395606	S_Dinka-1	Africa	XY	18	1
TSPY	ERR1395606	S_Dinka-1	Africa	XY	404	22.4444444444444
VCY	ERR1395606	S_Dinka-1	Africa	XY	22	1.22222222222222
XKRY	ERR1395606	S_Dinka-1	Africa	XY	38	2.11111111111111
CDY	ERR1395606	S_Dinka-1	Africa	XY	62	3.44444444444444
HSFY	ERR1395606	S_Dinka-1	Africa	XY	38	2.11111111111111
RBMY1A1	ERR1395606	S_Dinka-1	Africa	XY	103	5.72222222222222
PRY	ERR1395606	S_Dinka-1	Africa	XY	67	3.72222222222222
BPY2	ERR1395606	S_Dinka-1	Africa	XY	56	3.11111111111111
DAZ	ERR1395606	S_Dinka-1	Africa	XY	72	4
chrY.background	ERR1395606	S_Dinka-1	Africa	XY	18	1
TGIF2LY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	NA	NA
PCDH11Y	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
SRY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	4	2
RPS4Y1	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
ZFY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
AMELY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	5	2.5
TBL1Y	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	3	1.5
PRKY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
USP9Y	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
DBY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
UTY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
TMSB4Y	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
NLGN4Y	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
TXLNGY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
KDM5D	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
EIF1AY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
RPS4Y2	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
TSPY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	1	0.5
VCY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	1	0.5
XKRY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	3	1.5
CDY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
HSFY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
RBMY1A1	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
PRY	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	4	2
BPY2	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	4	2
DAZ	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
chrY.background	ERR1347741	S_Eskimo_Sireniki-2	CentralAsiaSiberia	XX	2	1
TGIF2LY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	NA	NA
PCDH11Y	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
SRY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
RPS4Y1	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
ZFY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
AMELY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	6	3
TBL1Y	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	4	2
PRKY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
USP9Y	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
DBY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	1	0.5
UTY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
TMSB4Y	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
NLGN4Y	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
TXLNGY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
KDM5D	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
EIF1AY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	1	0.5
RPS4Y2	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
TSPY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	1	0.5
VCY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	NA	NA
XKRY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
CDY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	1	0.5
HSFY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
RBMY1A1	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	3	1.5
PRY	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	4	2
BPY2	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	4	2
DAZ	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
chrY.background	ERR1347740	S_Aleut-2	CentralAsiaSiberia	XX	2	1
TGIF2LY	ERR1395616	S_Saami-2	WestEurasia	XY	12	0.571428571428571
PCDH11Y	ERR1395616	S_Saami-2	WestEurasia	XY	11	0.523809523809524
SRY	ERR1395616	S_Saami-2	WestEurasia	XY	21	1
RPS4Y1	ERR1395616	S_Saami-2	WestEurasia	XY	21	1
ZFY	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
AMELY	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
TBL1Y	ERR1395616	S_Saami-2	WestEurasia	XY	21	1
PRKY	ERR1395616	S_Saami-2	WestEurasia	XY	19	0.904761904761905
USP9Y	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
DBY	ERR1395616	S_Saami-2	WestEurasia	XY	21	1
UTY	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
TMSB4Y	ERR1395616	S_Saami-2	WestEurasia	XY	19	0.904761904761905
NLGN4Y	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
TXLNGY	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
KDM5D	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
EIF1AY	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
RPS4Y2	ERR1395616	S_Saami-2	WestEurasia	XY	21	1
TSPY	ERR1395616	S_Saami-2	WestEurasia	XY	404	19.2380952380952
VCY	ERR1395616	S_Saami-2	WestEurasia	XY	24	1.14285714285714
XKRY	ERR1395616	S_Saami-2	WestEurasia	XY	45	2.14285714285714
CDY	ERR1395616	S_Saami-2	WestEurasia	XY	50	2.38095238095238
HSFY	ERR1395616	S_Saami-2	WestEurasia	XY	44	2.0952380952381
RBMY1A1	ERR1395616	S_Saami-2	WestEurasia	XY	196	9.33333333333333
PRY	ERR1395616	S_Saami-2	WestEurasia	XY	60	2.85714285714286
BPY2	ERR1395616	S_Saami-2	WestEurasia	XY	22	1.04761904761905
DAZ	ERR1395616	S_Saami-2	WestEurasia	XY	44	2.0952380952381
chrY.background	ERR1395616	S_Saami-2	WestEurasia	XY	21	1
TGIF2LY	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
PCDH11Y	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
SRY	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
RPS4Y1	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
ZFY	ERR1019057	S_Lahu-1	EastAsia	XX	1	0.5
AMELY	ERR1019057	S_Lahu-1	EastAsia	XX	4	2
TBL1Y	ERR1019057	S_Lahu-1	EastAsia	XX	3	1.5
PRKY	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
USP9Y	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
DBY	ERR1019057	S_Lahu-1	EastAsia	XX	1	0.5
UTY	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
TMSB4Y	ERR1019057	S_Lahu-1	EastAsia	XX	1	0.5
NLGN4Y	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
TXLNGY	ERR1019057	S_Lahu-1	EastAsia	XX	1	0.5
KDM5D	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
EIF1AY	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
RPS4Y2	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
TSPY	ERR1019057	S_Lahu-1	EastAsia	XX	1	0.5
VCY	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
XKRY	ERR1019057	S_Lahu-1	EastAsia	XX	3	1.5
CDY	ERR1019057	S_Lahu-1	EastAsia	XX	1	0.5
HSFY	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
RBMY1A1	ERR1019057	S_Lahu-1	EastAsia	XX	1	0.5
PRY	ERR1019057	S_Lahu-1	EastAsia	XX	3	1.5
BPY2	ERR1019057	S_Lahu-1	EastAsia	XX	4	2
DAZ	ERR1019057	S_Lahu-1	EastAsia	XX	1	0.5
chrY.background	ERR1019057	S_Lahu-1	EastAsia	XX	2	1
TGIF2LY	ERR1425293	B_Crete-1	WestEurasia	XX	1	0.5
PCDH11Y	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
SRY	ERR1425293	B_Crete-1	WestEurasia	XX	NA	NA
RPS4Y1	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
ZFY	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
AMELY	ERR1425293	B_Crete-1	WestEurasia	XX	8	4
TBL1Y	ERR1425293	B_Crete-1	WestEurasia	XX	4	2
PRKY	ERR1425293	B_Crete-1	WestEurasia	XX	3	1.5
USP9Y	ERR1425293	B_Crete-1	WestEurasia	XX	1	0.5
DBY	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
UTY	ERR1425293	B_Crete-1	WestEurasia	XX	3	1.5
TMSB4Y	ERR1425293	B_Crete-1	WestEurasia	XX	NA	NA
NLGN4Y	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
TXLNGY	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
KDM5D	ERR1425293	B_Crete-1	WestEurasia	XX	1	0.5
EIF1AY	ERR1425293	B_Crete-1	WestEurasia	XX	1	0.5
RPS4Y2	ERR1425293	B_Crete-1	WestEurasia	XX	1	0.5
TSPY	ERR1425293	B_Crete-1	WestEurasia	XX	8	4
VCY	ERR1425293	B_Crete-1	WestEurasia	XX	NA	NA
XKRY	ERR1425293	B_Crete-1	WestEurasia	XX	4	2
CDY	ERR1425293	B_Crete-1	WestEurasia	XX	1	0.5
HSFY	ERR1425293	B_Crete-1	WestEurasia	XX	3	1.5
RBMY1A1	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
PRY	ERR1425293	B_Crete-1	WestEurasia	XX	5	2.5
BPY2	ERR1425293	B_Crete-1	WestEurasia	XX	4	2
DAZ	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
chrY.background	ERR1425293	B_Crete-1	WestEurasia	XX	2	1
TGIF2LY	ERR1395594	B_Mbuti-4	Africa	XY	5	0.294117647058824
PCDH11Y	ERR1395594	B_Mbuti-4	Africa	XY	8	0.470588235294118
SRY	ERR1395594	B_Mbuti-4	Africa	XY	16	0.941176470588235
RPS4Y1	ERR1395594	B_Mbuti-4	Africa	XY	19	1.11764705882353
ZFY	ERR1395594	B_Mbuti-4	Africa	XY	16	0.941176470588235
AMELY	ERR1395594	B_Mbuti-4	Africa	XY	17	1
TBL1Y	ERR1395594	B_Mbuti-4	Africa	XY	17	1
PRKY	ERR1395594	B_Mbuti-4	Africa	XY	16	0.941176470588235
USP9Y	ERR1395594	B_Mbuti-4	Africa	XY	17	1
DBY	ERR1395594	B_Mbuti-4	Africa	XY	17	1
UTY	ERR1395594	B_Mbuti-4	Africa	XY	17	1
TMSB4Y	ERR1395594	B_Mbuti-4	Africa	XY	16	0.941176470588235
NLGN4Y	ERR1395594	B_Mbuti-4	Africa	XY	17	1
TXLNGY	ERR1395594	B_Mbuti-4	Africa	XY	17	1
KDM5D	ERR1395594	B_Mbuti-4	Africa	XY	16	0.941176470588235
EIF1AY	ERR1395594	B_Mbuti-4	Africa	XY	15	0.882352941176471
RPS4Y2	ERR1395594	B_Mbuti-4	Africa	XY	18	1.05882352941176
TSPY	ERR1395594	B_Mbuti-4	Africa	XY	578	34
VCY	ERR1395594	B_Mbuti-4	Africa	XY	21	1.23529411764706
XKRY	ERR1395594	B_Mbuti-4	Africa	XY	34	2
CDY	ERR1395594	B_Mbuti-4	Africa	XY	49	2.88235294117647
HSFY	ERR1395594	B_Mbuti-4	Africa	XY	33	1.94117647058824
RBMY1A1	ERR1395594	B_Mbuti-4	Africa	XY	133	7.82352941176471
PRY	ERR1395594	B_Mbuti-4	Africa	XY	60	3.52941176470588
BPY2	ERR1395594	B_Mbuti-4	Africa	XY	62	3.64705882352941
DAZ	ERR1395594	B_Mbuti-4	Africa	XY	58	3.41176470588235
chrY.background	ERR1395594	B_Mbuti-4	Africa	XY	17	1
TGIF2LY	ERR1019048	S_Bougainville-1	Oceania	XX	NA	NA
PCDH11Y	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
SRY	ERR1019048	S_Bougainville-1	Oceania	XX	4	2
RPS4Y1	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
ZFY	ERR1019048	S_Bougainville-1	Oceania	XX	1	0.5
AMELY	ERR1019048	S_Bougainville-1	Oceania	XX	4	2
TBL1Y	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
PRKY	ERR1019048	S_Bougainville-1	Oceania	XX	1	0.5
USP9Y	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
DBY	ERR1019048	S_Bougainville-1	Oceania	XX	1	0.5
UTY	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
TMSB4Y	ERR1019048	S_Bougainville-1	Oceania	XX	1	0.5
NLGN4Y	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
TXLNGY	ERR1019048	S_Bougainville-1	Oceania	XX	1.5	0.75
KDM5D	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
EIF1AY	ERR1019048	S_Bougainville-1	Oceania	XX	1	0.5
RPS4Y2	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
TSPY	ERR1019048	S_Bougainville-1	Oceania	XX	1	0.5
VCY	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
XKRY	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
CDY	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
HSFY	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
RBMY1A1	ERR1019048	S_Bougainville-1	Oceania	XX	1	0.5
PRY	ERR1019048	S_Bougainville-1	Oceania	XX	4	2
BPY2	ERR1019048	S_Bougainville-1	Oceania	XX	4	2
DAZ	ERR1019048	S_Bougainville-1	Oceania	XX	1	0.5
chrY.background	ERR1019048	S_Bougainville-1	Oceania	XX	2	1
TGIF2LY	ERR1019049	S_Bougainville-2	Oceania	XX	NA	NA
PCDH11Y	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
SRY	ERR1019049	S_Bougainville-2	Oceania	XX	3	1.5
RPS4Y1	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
ZFY	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
AMELY	ERR1019049	S_Bougainville-2	Oceania	XX	4	2
TBL1Y	ERR1019049	S_Bougainville-2	Oceania	XX	3	1.5
PRKY	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
USP9Y	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
DBY	ERR1019049	S_Bougainville-2	Oceania	XX	1	0.5
UTY	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
TMSB4Y	ERR1019049	S_Bougainville-2	Oceania	XX	1	0.5
NLGN4Y	ERR1019049	S_Bougainville-2	Oceania	XX	1	0.5
TXLNGY	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
KDM5D	ERR1019049	S_Bougainville-2	Oceania	XX	1	0.5
EIF1AY	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
RPS4Y2	ERR1019049	S_Bougainville-2	Oceania	XX	1	0.5
TSPY	ERR1019049	S_Bougainville-2	Oceania	XX	1	0.5
VCY	ERR1019049	S_Bougainville-2	Oceania	XX	1	0.5
XKRY	ERR1019049	S_Bougainville-2	Oceania	XX	3	1.5
CDY	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
HSFY	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
RBMY1A1	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
PRY	ERR1019049	S_Bougainville-2	Oceania	XX	3	1.5
BPY2	ERR1019049	S_Bougainville-2	Oceania	XX	4	2
DAZ	ERR1019049	S_Bougainville-2	Oceania	XX	1	0.5
chrY.background	ERR1019049	S_Bougainville-2	Oceania	XX	2	1
TGIF2LY	ERR1025629	S_Hungarian-1	WestEurasia	XX	1	0.5
PCDH11Y	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
SRY	ERR1025629	S_Hungarian-1	WestEurasia	XX	1	0.5
RPS4Y1	ERR1025629	S_Hungarian-1	WestEurasia	XX	3	1.5
ZFY	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
AMELY	ERR1025629	S_Hungarian-1	WestEurasia	XX	4	2
TBL1Y	ERR1025629	S_Hungarian-1	WestEurasia	XX	3	1.5
PRKY	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
USP9Y	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
DBY	ERR1025629	S_Hungarian-1	WestEurasia	XX	1	0.5
UTY	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
TMSB4Y	ERR1025629	S_Hungarian-1	WestEurasia	XX	NA	NA
NLGN4Y	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
TXLNGY	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
KDM5D	ERR1025629	S_Hungarian-1	WestEurasia	XX	1	0.5
EIF1AY	ERR1025629	S_Hungarian-1	WestEurasia	XX	1	0.5
RPS4Y2	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
TSPY	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
VCY	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
XKRY	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
CDY	ERR1025629	S_Hungarian-1	WestEurasia	XX	4	2
HSFY	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
RBMY1A1	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
PRY	ERR1025629	S_Hungarian-1	WestEurasia	XX	3	1.5
BPY2	ERR1025629	S_Hungarian-1	WestEurasia	XX	4	2
DAZ	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
chrY.background	ERR1025629	S_Hungarian-1	WestEurasia	XX	2	1
TGIF2LY	ERR1395598	B_Yoruba-3	Africa	XY	8	0.444444444444444
PCDH11Y	ERR1395598	B_Yoruba-3	Africa	XY	8	0.444444444444444
SRY	ERR1395598	B_Yoruba-3	Africa	XY	21	1.16666666666667
RPS4Y1	ERR1395598	B_Yoruba-3	Africa	XY	20	1.11111111111111
ZFY	ERR1395598	B_Yoruba-3	Africa	XY	18	1
AMELY	ERR1395598	B_Yoruba-3	Africa	XY	18	1
TBL1Y	ERR1395598	B_Yoruba-3	Africa	XY	19	1.05555555555556
PRKY	ERR1395598	B_Yoruba-3	Africa	XY	17	0.944444444444444
USP9Y	ERR1395598	B_Yoruba-3	Africa	XY	19	1.05555555555556
DBY	ERR1395598	B_Yoruba-3	Africa	XY	19	1.05555555555556
UTY	ERR1395598	B_Yoruba-3	Africa	XY	19	1.05555555555556
TMSB4Y	ERR1395598	B_Yoruba-3	Africa	XY	18	1
NLGN4Y	ERR1395598	B_Yoruba-3	Africa	XY	18	1
TXLNGY	ERR1395598	B_Yoruba-3	Africa	XY	18	1
KDM5D	ERR1395598	B_Yoruba-3	Africa	XY	19	1.05555555555556
EIF1AY	ERR1395598	B_Yoruba-3	Africa	XY	17	0.944444444444444
RPS4Y2	ERR1395598	B_Yoruba-3	Africa	XY	19	1.05555555555556
TSPY	ERR1395598	B_Yoruba-3	Africa	XY	515	28.6111111111111
VCY	ERR1395598	B_Yoruba-3	Africa	XY	24	1.33333333333333
XKRY	ERR1395598	B_Yoruba-3	Africa	XY	34	1.88888888888889
CDY	ERR1395598	B_Yoruba-3	Africa	XY	52	2.88888888888889
HSFY	ERR1395598	B_Yoruba-3	Africa	XY	36	2
RBMY1A1	ERR1395598	B_Yoruba-3	Africa	XY	129	7.16666666666667
PRY	ERR1395598	B_Yoruba-3	Africa	XY	66	3.66666666666667
BPY2	ERR1395598	B_Yoruba-3	Africa	XY	65	3.61111111111111
DAZ	ERR1395598	B_Yoruba-3	Africa	XY	63	3.5
chrY.background	ERR1395598	B_Yoruba-3	Africa	XY	18	1
TGIF2LY	ERR1395618	B_Dai-4	EastAsia	XY	8	0.470588235294118
PCDH11Y	ERR1395618	B_Dai-4	EastAsia	XY	8	0.470588235294118
SRY	ERR1395618	B_Dai-4	EastAsia	XY	16	0.941176470588235
RPS4Y1	ERR1395618	B_Dai-4	EastAsia	XY	18	1.05882352941176
ZFY	ERR1395618	B_Dai-4	EastAsia	XY	17	1
AMELY	ERR1395618	B_Dai-4	EastAsia	XY	18	1.05882352941176
TBL1Y	ERR1395618	B_Dai-4	EastAsia	XY	18	1.05882352941176
PRKY	ERR1395618	B_Dai-4	EastAsia	XY	16	0.941176470588235
USP9Y	ERR1395618	B_Dai-4	EastAsia	XY	17	1
DBY	ERR1395618	B_Dai-4	EastAsia	XY	18	1.05882352941176
UTY	ERR1395618	B_Dai-4	EastAsia	XY	17	1
TMSB4Y	ERR1395618	B_Dai-4	EastAsia	XY	15	0.882352941176471
NLGN4Y	ERR1395618	B_Dai-4	EastAsia	XY	17	1
TXLNGY	ERR1395618	B_Dai-4	EastAsia	XY	17	1
KDM5D	ERR1395618	B_Dai-4	EastAsia	XY	17	1
EIF1AY	ERR1395618	B_Dai-4	EastAsia	XY	16	0.941176470588235
RPS4Y2	ERR1395618	B_Dai-4	EastAsia	XY	18	1.05882352941176
TSPY	ERR1395618	B_Dai-4	EastAsia	XY	521	30.6470588235294
VCY	ERR1395618	B_Dai-4	EastAsia	XY	18	1.05882352941176
XKRY	ERR1395618	B_Dai-4	EastAsia	XY	34	2
CDY	ERR1395618	B_Dai-4	EastAsia	XY	53	3.11764705882353
HSFY	ERR1395618	B_Dai-4	EastAsia	XY	35	2.05882352941176
RBMY1A1	ERR1395618	B_Dai-4	EastAsia	XY	173	10.1764705882353
PRY	ERR1395618	B_Dai-4	EastAsia	XY	62	3.64705882352941
BPY2	ERR1395618	B_Dai-4	EastAsia	XY	41	2.41176470588235
DAZ	ERR1395618	B_Dai-4	EastAsia	XY	62	3.64705882352941
chrY.background	ERR1395618	B_Dai-4	EastAsia	XY	17	1
TGIF2LY	ERR1395619	B_French-3	WestEurasia	XY	8	0.4
PCDH11Y	ERR1395619	B_French-3	WestEurasia	XY	9	0.45
SRY	ERR1395619	B_French-3	WestEurasia	XY	19	0.95
RPS4Y1	ERR1395619	B_French-3	WestEurasia	XY	21	1.05
ZFY	ERR1395619	B_French-3	WestEurasia	XY	19	0.95
AMELY	ERR1395619	B_French-3	WestEurasia	XY	20	1
TBL1Y	ERR1395619	B_French-3	WestEurasia	XY	21	1.05
PRKY	ERR1395619	B_French-3	WestEurasia	XY	18	0.9
USP9Y	ERR1395619	B_French-3	WestEurasia	XY	20	1
DBY	ERR1395619	B_French-3	WestEurasia	XY	20	1
UTY	ERR1395619	B_French-3	WestEurasia	XY	20	1
TMSB4Y	ERR1395619	B_French-3	WestEurasia	XY	20	1
NLGN4Y	ERR1395619	B_French-3	WestEurasia	XY	21	1.05
TXLNGY	ERR1395619	B_French-3	WestEurasia	XY	21	1.05
KDM5D	ERR1395619	B_French-3	WestEurasia	XY	20	1
EIF1AY	ERR1395619	B_French-3	WestEurasia	XY	18	0.9
RPS4Y2	ERR1395619	B_French-3	WestEurasia	XY	20	1
TSPY	ERR1395619	B_French-3	WestEurasia	XY	477	23.85
VCY	ERR1395619	B_French-3	WestEurasia	XY	25	1.25
XKRY	ERR1395619	B_French-3	WestEurasia	XY	41	2.05
CDY	ERR1395619	B_French-3	WestEurasia	XY	58	2.9
HSFY	ERR1395619	B_French-3	WestEurasia	XY	40	2
RBMY1A1	ERR1395619	B_French-3	WestEurasia	XY	155	7.75
PRY	ERR1395619	B_French-3	WestEurasia	XY	71	3.55
BPY2	ERR1395619	B_French-3	WestEurasia	XY	74	3.7
DAZ	ERR1395619	B_French-3	WestEurasia	XY	71	3.55
chrY.background	ERR1395619	B_French-3	WestEurasia	XY	20	1
TGIF2LY	ERR1395595	B_Papuan-15	Oceania	XY	8	0.380952380952381
PCDH11Y	ERR1395595	B_Papuan-15	Oceania	XY	10	0.476190476190476
SRY	ERR1395595	B_Papuan-15	Oceania	XY	21	1
RPS4Y1	ERR1395595	B_Papuan-15	Oceania	XY	22	1.04761904761905
ZFY	ERR1395595	B_Papuan-15	Oceania	XY	19	0.904761904761905
AMELY	ERR1395595	B_Papuan-15	Oceania	XY	20	0.952380952380952
TBL1Y	ERR1395595	B_Papuan-15	Oceania	XY	22	1.04761904761905
PRKY	ERR1395595	B_Papuan-15	Oceania	XY	19	0.904761904761905
USP9Y	ERR1395595	B_Papuan-15	Oceania	XY	20	0.952380952380952
DBY	ERR1395595	B_Papuan-15	Oceania	XY	20	0.952380952380952
UTY	ERR1395595	B_Papuan-15	Oceania	XY	20	0.952380952380952
TMSB4Y	ERR1395595	B_Papuan-15	Oceania	XY	21	1
NLGN4Y	ERR1395595	B_Papuan-15	Oceania	XY	21	1
TXLNGY	ERR1395595	B_Papuan-15	Oceania	XY	20	0.952380952380952
KDM5D	ERR1395595	B_Papuan-15	Oceania	XY	20	0.952380952380952
EIF1AY	ERR1395595	B_Papuan-15	Oceania	XY	18	0.857142857142857
RPS4Y2	ERR1395595	B_Papuan-15	Oceania	XY	21	1
TSPY	ERR1395595	B_Papuan-15	Oceania	XY	649	30.9047619047619
VCY	ERR1395595	B_Papuan-15	Oceania	XY	23	1.0952380952381
XKRY	ERR1395595	B_Papuan-15	Oceania	XY	40	1.9047619047619
